salary_id,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,remote_type,company_location,company_size,salary_band,is_outlier
246,2021,Mid-Level,Full-Time,Data Engineer,52500,GBP,72212,GB,50,Hybrid,GB,Large,Mid-Level,False
247,2021,Entry,Full-Time,Data Scientist,31000,EUR,36643,FR,50,Hybrid,FR,Large,Junior,False
248,2021,Mid-Level,Full-Time,Data Engineer,108000,TRY,12103,TR,0,On-Site,TR,Medium,Junior,False
249,2021,Senior,Full-Time,Data Engineer,70000,GBP,96282,GB,50,Hybrid,GB,Large,Mid-Level,False
250,2021,Senior,Full-Time,Principal Data Analyst,170000,USD,170000,US,100,Remote,US,Medium,Senior,False
251,2021,Mid-Level,Full-Time,Data Scientist,115000,USD,115000,US,50,Hybrid,US,Large,Mid-Level,False
252,2021,Entry,Full-Time,Data Scientist,90000,USD,90000,US,100,Remote,US,Small,Mid-Level,False
253,2021,Executive,Full-Time,Principal Data Engineer,600000,USD,600000,US,100,Remote,US,Large,Executive,True
254,2021,Entry,Full-Time,Data Scientist,2100000,INR,28399,IN,100,Remote,IN,Medium,Junior,True
255,2021,Mid-Level,Full-Time,Data Analyst,93000,USD,93000,US,100,Remote,US,Large,Mid-Level,False
256,2021,Senior,Full-Time,Big Data Architect,125000,CAD,99703,CA,50,Hybrid,CA,Medium,Mid-Level,False
257,2021,Mid-Level,Full-Time,Data Engineer,200000,USD,200000,US,100,Remote,US,Large,Executive,False
258,2021,Senior,Full-Time,Principal Data Scientist,147000,EUR,173762,DE,100,Remote,DE,Medium,Senior,False
259,2021,Senior,Full-Time,Machine Learning Engineer,185000,USD,185000,US,50,Hybrid,US,Large,Senior,False
260,2021,Executive,Full-Time,Director Of Data Science,120000,EUR,141846,DE,0,On-Site,DE,Large,Senior,False
261,2021,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,50,Hybrid,US,Large,Senior,False
262,2021,Senior,Full-Time,Data Analyst,54000,EUR,63831,DE,50,Hybrid,DE,Large,Mid-Level,False
263,2021,Mid-Level,Full-Time,Data Scientist,1250000,INR,16904,IN,100,Remote,IN,Small,Junior,True
264,2021,Senior,Full-Time,Machine Learning Engineer,4900000,INR,66265,IN,0,On-Site,IN,Large,Mid-Level,True
265,2021,Mid-Level,Full-Time,Data Scientist,21600,EUR,25532,RS,100,Remote,DE,Small,Junior,False
266,2021,Senior,Full-Time,Lead Data Engineer,160000,USD,160000,PR,50,Hybrid,US,Small,Senior,False
267,2021,Mid-Level,Full-Time,Data Engineer,93150,USD,93150,US,0,On-Site,US,Medium,Mid-Level,False
268,2021,Mid-Level,Full-Time,Data Engineer,111775,USD,111775,US,0,On-Site,US,Medium,Mid-Level,False
269,2021,Mid-Level,Full-Time,Data Engineer,250000,TRY,28016,TR,100,Remote,TR,Medium,Junior,False
270,2021,Entry,Full-Time,Data Engineer,55000,EUR,65013,DE,50,Hybrid,DE,Medium,Mid-Level,False
271,2021,Entry,Full-Time,Data Engineer,72500,USD,72500,US,100,Remote,US,Large,Mid-Level,False
272,2021,Senior,Full-Time,Computer Vision Engineer,102000,BRL,18907,BR,0,On-Site,BR,Medium,Junior,False
273,2021,Entry,Full-Time,Data Science Consultant,65000,EUR,76833,DE,0,On-Site,DE,Large,Mid-Level,False
274,2021,Entry,Full-Time,Machine Learning Engineer,85000,USD,85000,NL,100,Remote,DE,Small,Mid-Level,False
275,2021,Senior,Full-Time,Data Scientist,65720,EUR,77684,FR,50,Hybrid,FR,Medium,Mid-Level,False
276,2021,Entry,Full-Time,Data Scientist,100000,USD,100000,US,100,Remote,US,Medium,Mid-Level,False
277,2021,Entry,Full-Time,Data Scientist,58000,USD,58000,US,50,Hybrid,US,Large,Junior,False
278,2021,Senior,Full-Time,Ai Scientist,55000,USD,55000,ES,100,Remote,ES,Large,Junior,False
279,2021,Senior,Full-Time,Data Scientist,180000,TRY,20171,TR,50,Hybrid,TR,Large,Junior,False
280,2021,Entry,Full-Time,Business Data Analyst,50000,EUR,59102,LU,100,Remote,LU,Large,Junior,False
281,2021,Mid-Level,Full-Time,Data Engineer,112000,USD,112000,US,100,Remote,US,Large,Mid-Level,False
282,2021,Entry,Full-Time,Research Scientist,100000,USD,100000,JE,0,On-Site,CN,Large,Mid-Level,False
283,2021,Mid-Level,Part-Time,Data Engineer,59000,EUR,69741,NL,100,Remote,NL,Large,Mid-Level,False
284,2021,Senior,Contract,Staff Data Scientist,105000,USD,105000,US,100,Remote,US,Medium,Mid-Level,False
285,2021,Mid-Level,Full-Time,Research Scientist,69999,USD,69999,CZ,50,Hybrid,CZ,Large,Mid-Level,False
286,2021,Senior,Full-Time,Data Science Manager,7000000,INR,94665,IN,50,Hybrid,IN,Large,Mid-Level,True
287,2021,Senior,Full-Time,Head Of Data,87000,EUR,102839,SI,100,Remote,SI,Large,Mid-Level,False
288,2021,Mid-Level,Full-Time,Data Scientist,109000,USD,109000,US,50,Hybrid,US,Large,Mid-Level,False
289,2021,Mid-Level,Full-Time,Machine Learning Engineer,43200,EUR,51064,IT,50,Hybrid,IT,Large,Junior,False
290,2022,Senior,Full-Time,Data Engineer,135000,USD,135000,US,100,Remote,US,Medium,Senior,False
291,2022,Senior,Full-Time,Data Analyst,155000,USD,155000,US,100,Remote,US,Medium,Senior,False
292,2022,Senior,Full-Time,Data Analyst,120600,USD,120600,US,100,Remote,US,Medium,Senior,False
293,2022,Mid-Level,Full-Time,Data Scientist,130000,USD,130000,US,0,On-Site,US,Medium,Senior,False
294,2022,Mid-Level,Full-Time,Data Scientist,90000,USD,90000,US,0,On-Site,US,Medium,Mid-Level,False
295,2022,Mid-Level,Full-Time,Data Engineer,170000,USD,170000,US,100,Remote,US,Medium,Senior,False
296,2022,Mid-Level,Full-Time,Data Engineer,150000,USD,150000,US,100,Remote,US,Medium,Senior,False
297,2022,Senior,Full-Time,Data Analyst,102100,USD,102100,US,100,Remote,US,Medium,Mid-Level,False
298,2022,Senior,Full-Time,Data Analyst,84900,USD,84900,US,100,Remote,US,Medium,Mid-Level,False
299,2022,Senior,Full-Time,Data Scientist,136620,USD,136620,US,100,Remote,US,Medium,Senior,False
300,2022,Senior,Full-Time,Data Scientist,99360,USD,99360,US,100,Remote,US,Medium,Mid-Level,False
301,2022,Senior,Full-Time,Data Scientist,90000,GBP,117789,GB,0,On-Site,GB,Medium,Mid-Level,False
302,2022,Senior,Full-Time,Data Scientist,80000,GBP,104702,GB,0,On-Site,GB,Medium,Mid-Level,False
303,2022,Senior,Full-Time,Data Scientist,146000,USD,146000,US,100,Remote,US,Medium,Senior,False
304,2022,Senior,Full-Time,Data Scientist,123000,USD,123000,US,100,Remote,US,Medium,Senior,False
305,2022,Entry,Full-Time,Data Engineer,40000,GBP,52351,GB,100,Remote,GB,Medium,Junior,False
306,2022,Senior,Full-Time,Data Analyst,99000,USD,99000,US,0,On-Site,US,Medium,Mid-Level,False
307,2022,Senior,Full-Time,Data Analyst,116000,USD,116000,US,0,On-Site,US,Medium,Mid-Level,False
308,2022,Mid-Level,Full-Time,Data Analyst,106260,USD,106260,US,0,On-Site,US,Medium,Mid-Level,False
309,2022,Mid-Level,Full-Time,Data Analyst,126500,USD,126500,US,0,On-Site,US,Medium,Senior,False
310,2022,Executive,Full-Time,Data Engineer,242000,USD,242000,US,100,Remote,US,Medium,Executive,False
311,2022,Executive,Full-Time,Data Engineer,200000,USD,200000,US,100,Remote,US,Medium,Executive,False
312,2022,Mid-Level,Full-Time,Data Scientist,50000,GBP,65438,GB,0,On-Site,GB,Medium,Mid-Level,False
313,2022,Mid-Level,Full-Time,Data Scientist,30000,GBP,39263,GB,0,On-Site,GB,Medium,Junior,False
314,2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,78526,GB,0,On-Site,GB,Medium,Mid-Level,False
315,2022,Mid-Level,Full-Time,Data Engineer,40000,GBP,52351,GB,0,On-Site,GB,Medium,Junior,False
316,2022,Senior,Full-Time,Data Scientist,165220,USD,165220,US,100,Remote,US,Medium,Senior,False
317,2022,Entry,Full-Time,Data Engineer,35000,GBP,45807,GB,100,Remote,GB,Medium,Junior,False
318,2022,Senior,Full-Time,Data Scientist,120160,USD,120160,US,100,Remote,US,Medium,Senior,False
319,2022,Senior,Full-Time,Data Analyst,90320,USD,90320,US,100,Remote,US,Medium,Mid-Level,False
320,2022,Senior,Full-Time,Data Engineer,181940,USD,181940,US,0,On-Site,US,Medium,Senior,False
321,2022,Senior,Full-Time,Data Engineer,132320,USD,132320,US,0,On-Site,US,Medium,Senior,False
322,2022,Senior,Full-Time,Data Engineer,220110,USD,220110,US,0,On-Site,US,Medium,Executive,False
323,2022,Senior,Full-Time,Data Engineer,160080,USD,160080,US,0,On-Site,US,Medium,Senior,False
324,2022,Senior,Full-Time,Data Scientist,180000,USD,180000,US,0,On-Site,US,Large,Senior,False
325,2022,Senior,Full-Time,Data Scientist,120000,USD,120000,US,0,On-Site,US,Large,Senior,False
326,2022,Senior,Full-Time,Data Analyst,124190,USD,124190,US,100,Remote,US,Medium,Senior,False
327,2022,Executive,Full-Time,Data Analyst,130000,USD,130000,US,100,Remote,US,Medium,Senior,False
328,2022,Executive,Full-Time,Data Analyst,110000,USD,110000,US,100,Remote,US,Medium,Mid-Level,False
329,2022,Senior,Full-Time,Data Analyst,170000,USD,170000,US,100,Remote,US,Medium,Senior,False
330,2022,Mid-Level,Full-Time,Data Analyst,115500,USD,115500,US,100,Remote,US,Medium,Mid-Level,False
331,2022,Senior,Full-Time,Data Analyst,112900,USD,112900,US,100,Remote,US,Medium,Mid-Level,False
332,2022,Senior,Full-Time,Data Analyst,90320,USD,90320,US,100,Remote,US,Medium,Mid-Level,False
333,2022,Senior,Full-Time,Data Analyst,112900,USD,112900,US,100,Remote,US,Medium,Mid-Level,False
334,2022,Senior,Full-Time,Data Analyst,90320,USD,90320,US,100,Remote,US,Medium,Mid-Level,False
335,2022,Senior,Full-Time,Data Engineer,165400,USD,165400,US,100,Remote,US,Medium,Senior,False
336,2022,Senior,Full-Time,Data Engineer,132320,USD,132320,US,100,Remote,US,Medium,Senior,False
337,2022,Mid-Level,Full-Time,Data Analyst,167000,USD,167000,US,100,Remote,US,Medium,Senior,False
338,2022,Senior,Full-Time,Data Engineer,243900,USD,243900,US,100,Remote,US,Medium,Executive,False
339,2022,Senior,Full-Time,Data Analyst,136600,USD,136600,US,100,Remote,US,Medium,Senior,False
340,2022,Senior,Full-Time,Data Analyst,109280,USD,109280,US,100,Remote,US,Medium,Mid-Level,False
341,2022,Senior,Full-Time,Data Engineer,128875,USD,128875,US,100,Remote,US,Medium,Senior,False
342,2022,Senior,Full-Time,Data Engineer,93700,USD,93700,US,100,Remote,US,Medium,Mid-Level,False
343,2022,Executive,Full-Time,Head Of Data Science,224000,USD,224000,US,100,Remote,US,Medium,Executive,False
344,2022,Executive,Full-Time,Head Of Data Science,167875,USD,167875,US,100,Remote,US,Medium,Senior,False
345,2022,Executive,Full-Time,Analytics Engineer,175000,USD,175000,US,100,Remote,US,Medium,Senior,False
346,2022,Senior,Full-Time,Data Engineer,156600,USD,156600,US,100,Remote,US,Medium,Senior,False
347,2022,Senior,Full-Time,Data Engineer,108800,USD,108800,US,0,On-Site,US,Medium,Mid-Level,False
348,2022,Senior,Full-Time,Data Scientist,95550,USD,95550,US,0,On-Site,US,Medium,Mid-Level,False
349,2022,Senior,Full-Time,Data Engineer,113000,USD,113000,US,0,On-Site,US,Large,Mid-Level,False
350,2022,Senior,Full-Time,Data Analyst,135000,USD,135000,US,100,Remote,US,Medium,Senior,False
351,2022,Senior,Full-Time,Data Science Manager,161342,USD,161342,US,100,Remote,US,Medium,Senior,False
352,2022,Senior,Full-Time,Data Science Manager,137141,USD,137141,US,100,Remote,US,Medium,Senior,False
353,2022,Senior,Full-Time,Data Scientist,167000,USD,167000,US,100,Remote,US,Medium,Senior,False
354,2022,Senior,Full-Time,Data Scientist,123000,USD,123000,US,100,Remote,US,Medium,Senior,False
355,2022,Senior,Full-Time,Data Engineer,60000,GBP,78526,GB,0,On-Site,GB,Medium,Mid-Level,False
356,2022,Senior,Full-Time,Data Engineer,50000,GBP,65438,GB,0,On-Site,GB,Medium,Mid-Level,False
357,2022,Senior,Full-Time,Data Scientist,150000,USD,150000,US,0,On-Site,US,Medium,Senior,False
358,2022,Senior,Full-Time,Data Scientist,211500,USD,211500,US,100,Remote,US,Medium,Executive,False
359,2022,Senior,Full-Time,Data Architect,192400,USD,192400,CA,100,Remote,CA,Medium,Senior,False
360,2022,Senior,Full-Time,Data Architect,90700,USD,90700,CA,100,Remote,CA,Medium,Mid-Level,False
361,2022,Senior,Full-Time,Data Analyst,130000,USD,130000,CA,100,Remote,CA,Medium,Senior,False
362,2022,Senior,Full-Time,Data Analyst,61300,USD,61300,CA,100,Remote,CA,Medium,Mid-Level,False
363,2022,Senior,Full-Time,Data Analyst,130000,USD,130000,CA,100,Remote,CA,Medium,Senior,False
364,2022,Senior,Full-Time,Data Analyst,61300,USD,61300,CA,100,Remote,CA,Medium,Mid-Level,False
365,2022,Senior,Full-Time,Data Engineer,160000,USD,160000,US,0,On-Site,US,Large,Senior,False
366,2022,Senior,Full-Time,Data Scientist,138600,USD,138600,US,100,Remote,US,Medium,Senior,False
367,2022,Senior,Full-Time,Data Engineer,136000,USD,136000,US,0,On-Site,US,Medium,Senior,False
368,2022,Mid-Level,Full-Time,Data Analyst,58000,USD,58000,US,0,On-Site,US,Small,Junior,False
369,2022,Executive,Full-Time,Analytics Engineer,135000,USD,135000,US,100,Remote,US,Medium,Senior,False
370,2022,Senior,Full-Time,Data Scientist,170000,USD,170000,US,100,Remote,US,Medium,Senior,False
371,2022,Senior,Full-Time,Data Scientist,123000,USD,123000,US,100,Remote,US,Medium,Senior,False
372,2022,Senior,Full-Time,Machine Learning Engineer,189650,USD,189650,US,0,On-Site,US,Medium,Senior,False
373,2022,Senior,Full-Time,Machine Learning Engineer,164996,USD,164996,US,0,On-Site,US,Medium,Senior,False
374,2022,Mid-Level,Full-Time,Etl Developer,50000,EUR,54957,GR,0,On-Site,GR,Medium,Junior,False
375,2022,Mid-Level,Full-Time,Etl Developer,50000,EUR,54957,GR,0,On-Site,GR,Medium,Junior,False
376,2022,Executive,Full-Time,Lead Data Engineer,150000,CAD,118187,CA,100,Remote,CA,Small,Mid-Level,False
377,2022,Senior,Full-Time,Data Analyst,132000,USD,132000,US,0,On-Site,US,Medium,Senior,False
378,2022,Senior,Full-Time,Data Engineer,165400,USD,165400,US,100,Remote,US,Medium,Senior,False
379,2022,Senior,Full-Time,Data Architect,208775,USD,208775,US,100,Remote,US,Medium,Executive,False
380,2022,Senior,Full-Time,Data Architect,147800,USD,147800,US,100,Remote,US,Medium,Senior,False
381,2022,Senior,Full-Time,Data Engineer,136994,USD,136994,US,100,Remote,US,Medium,Senior,False
382,2022,Senior,Full-Time,Data Engineer,101570,USD,101570,US,100,Remote,US,Medium,Mid-Level,False
383,2022,Senior,Full-Time,Data Analyst,128875,USD,128875,US,100,Remote,US,Medium,Senior,False
384,2022,Senior,Full-Time,Data Analyst,93700,USD,93700,US,100,Remote,US,Medium,Mid-Level,False
385,2022,Executive,Full-Time,Head Of Machine Learning,6000000,INR,79039,IN,50,Hybrid,IN,Large,Mid-Level,True
386,2022,Senior,Full-Time,Data Engineer,132320,USD,132320,US,100,Remote,US,Medium,Senior,False
387,2022,Entry,Full-Time,Machine Learning Engineer,28500,GBP,37300,GB,100,Remote,GB,Large,Junior,False
388,2022,Senior,Full-Time,Data Analyst,164000,USD,164000,US,0,On-Site,US,Medium,Senior,False
389,2022,Senior,Full-Time,Data Engineer,155000,USD,155000,US,100,Remote,US,Medium,Senior,False
390,2022,Mid-Level,Full-Time,Machine Learning Engineer,95000,GBP,124333,GB,0,On-Site,GB,Medium,Senior,False
391,2022,Mid-Level,Full-Time,Machine Learning Engineer,75000,GBP,98158,GB,0,On-Site,GB,Medium,Mid-Level,False
392,2022,Mid-Level,Full-Time,Ai Scientist,120000,USD,120000,US,0,On-Site,US,Medium,Senior,False
393,2022,Senior,Full-Time,Data Analyst,112900,USD,112900,US,100,Remote,US,Medium,Mid-Level,False
394,2022,Senior,Full-Time,Data Analyst,90320,USD,90320,US,100,Remote,US,Medium,Mid-Level,False
395,2022,Senior,Full-Time,Data Analytics Manager,145000,USD,145000,US,100,Remote,US,Medium,Senior,False
396,2022,Senior,Full-Time,Data Analytics Manager,105400,USD,105400,US,100,Remote,US,Medium,Mid-Level,False
397,2022,Mid-Level,Full-Time,Machine Learning Engineer,80000,EUR,87932,FR,100,Remote,DE,Medium,Mid-Level,False
398,2022,Mid-Level,Full-Time,Data Engineer,90000,GBP,117789,GB,0,On-Site,GB,Medium,Mid-Level,False
399,2022,Senior,Full-Time,Data Scientist,215300,USD,215300,US,100,Remote,US,Large,Executive,False
400,2022,Senior,Full-Time,Data Scientist,158200,USD,158200,US,100,Remote,US,Large,Senior,False
401,2022,Senior,Full-Time,Data Engineer,209100,USD,209100,US,100,Remote,US,Large,Executive,False
402,2022,Senior,Full-Time,Data Engineer,154600,USD,154600,US,100,Remote,US,Large,Senior,False
403,2022,Senior,Full-Time,Data Analyst,115934,USD,115934,US,0,On-Site,US,Medium,Mid-Level,False
404,2022,Senior,Full-Time,Data Analyst,81666,USD,81666,US,0,On-Site,US,Medium,Mid-Level,False
405,2022,Senior,Full-Time,Data Engineer,175000,USD,175000,US,100,Remote,US,Medium,Senior,False
406,2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,98158,GB,0,On-Site,GB,Medium,Mid-Level,False
407,2022,Mid-Level,Full-Time,Data Analyst,58000,USD,58000,US,0,On-Site,US,Small,Junior,False
408,2022,Senior,Full-Time,Data Engineer,183600,USD,183600,US,100,Remote,US,Large,Senior,False
409,2022,Mid-Level,Full-Time,Data Analyst,40000,GBP,52351,GB,100,Remote,GB,Medium,Junior,False
410,2022,Senior,Full-Time,Data Scientist,180000,USD,180000,US,100,Remote,US,Medium,Senior,False
411,2022,Mid-Level,Full-Time,Data Scientist,55000,GBP,71982,GB,0,On-Site,GB,Medium,Mid-Level,False
412,2022,Mid-Level,Full-Time,Data Scientist,35000,GBP,45807,GB,0,On-Site,GB,Medium,Junior,False
413,2022,Mid-Level,Full-Time,Data Engineer,60000,EUR,65949,GR,100,Remote,GR,Medium,Mid-Level,False
414,2022,Mid-Level,Full-Time,Data Engineer,45000,EUR,49461,GR,100,Remote,GR,Medium,Junior,False
415,2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,78526,GB,100,Remote,GB,Medium,Mid-Level,False
416,2022,Mid-Level,Full-Time,Data Engineer,45000,GBP,58894,GB,100,Remote,GB,Medium,Junior,False
417,2022,Senior,Full-Time,Data Scientist,260000,USD,260000,US,100,Remote,US,Medium,Executive,False
418,2022,Senior,Full-Time,Data Science Engineer,60000,USD,60000,AR,100,Remote,MX,Large,Mid-Level,False
419,2022,Mid-Level,Full-Time,Data Engineer,63900,USD,63900,US,0,On-Site,US,Medium,Mid-Level,False
420,2022,Mid-Level,Full-Time,Machine Learning Scientist,160000,USD,160000,US,100,Remote,US,Large,Senior,False
421,2022,Mid-Level,Full-Time,Machine Learning Scientist,112300,USD,112300,US,100,Remote,US,Large,Mid-Level,False
422,2022,Mid-Level,Full-Time,Data Science Manager,241000,USD,241000,US,100,Remote,US,Medium,Executive,False
423,2022,Mid-Level,Full-Time,Data Science Manager,159000,USD,159000,US,100,Remote,US,Medium,Senior,False
424,2022,Senior,Full-Time,Data Scientist,180000,USD,180000,US,0,On-Site,US,Medium,Senior,False
425,2022,Senior,Full-Time,Data Scientist,80000,USD,80000,US,0,On-Site,US,Medium,Mid-Level,False
426,2022,Mid-Level,Full-Time,Data Engineer,82900,USD,82900,US,0,On-Site,US,Medium,Mid-Level,False
427,2022,Senior,Full-Time,Data Engineer,100800,USD,100800,US,100,Remote,US,Large,Mid-Level,False
428,2022,Mid-Level,Full-Time,Data Engineer,45000,EUR,49461,ES,100,Remote,ES,Medium,Junior,False
429,2022,Senior,Full-Time,Data Scientist,140400,USD,140400,US,0,On-Site,US,Large,Senior,False
430,2022,Mid-Level,Full-Time,Data Analyst,30000,GBP,39263,GB,100,Remote,GB,Medium,Junior,False
431,2022,Mid-Level,Full-Time,Data Analyst,40000,EUR,43966,ES,100,Remote,ES,Medium,Junior,False
432,2022,Mid-Level,Full-Time,Data Analyst,30000,EUR,32974,ES,100,Remote,ES,Medium,Junior,False
433,2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,87932,ES,100,Remote,ES,Medium,Mid-Level,False
434,2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,76940,ES,100,Remote,ES,Medium,Mid-Level,False
435,2022,Mid-Level,Full-Time,Data Engineer,80000,GBP,104702,GB,100,Remote,GB,Medium,Mid-Level,False
436,2022,Mid-Level,Full-Time,Data Engineer,70000,GBP,91614,GB,100,Remote,GB,Medium,Mid-Level,False
437,2022,Mid-Level,Full-Time,Data Engineer,60000,EUR,65949,ES,100,Remote,ES,Medium,Mid-Level,False
438,2022,Mid-Level,Full-Time,Data Engineer,80000,EUR,87932,GR,100,Remote,GR,Medium,Mid-Level,False
439,2022,Senior,Full-Time,Machine Learning Engineer,189650,USD,189650,US,0,On-Site,US,Medium,Senior,False
440,2022,Senior,Full-Time,Machine Learning Engineer,164996,USD,164996,US,0,On-Site,US,Medium,Senior,False
441,2022,Mid-Level,Full-Time,Data Analyst,40000,EUR,43966,GR,100,Remote,GR,Medium,Junior,False
442,2022,Mid-Level,Full-Time,Data Analyst,30000,EUR,32974,GR,100,Remote,GR,Medium,Junior,False
443,2022,Mid-Level,Full-Time,Data Engineer,75000,GBP,98158,GB,100,Remote,GB,Medium,Mid-Level,False
444,2022,Mid-Level,Full-Time,Data Engineer,60000,GBP,78526,GB,100,Remote,GB,Medium,Mid-Level,False
445,2022,Senior,Full-Time,Data Scientist,215300,USD,215300,US,0,On-Site,US,Large,Executive,False
446,2022,Mid-Level,Full-Time,Data Engineer,70000,EUR,76940,GR,100,Remote,GR,Medium,Mid-Level,False
447,2022,Senior,Full-Time,Data Engineer,209100,USD,209100,US,100,Remote,US,Large,Executive,False
448,2022,Senior,Full-Time,Data Engineer,154600,USD,154600,US,100,Remote,US,Large,Senior,False
449,2022,Senior,Full-Time,Data Engineer,180000,USD,180000,US,100,Remote,US,Medium,Senior,False
450,2022,Entry,Full-Time,Ml Engineer,20000,EUR,21983,PT,100,Remote,PT,Large,Junior,False
451,2022,Senior,Full-Time,Data Engineer,80000,USD,80000,US,100,Remote,US,Medium,Mid-Level,False
452,2022,Mid-Level,Full-Time,Machine Learning Developer,100000,CAD,78791,CA,100,Remote,CA,Medium,Mid-Level,False
453,2022,Executive,Full-Time,Director Of Data Science,250000,CAD,196979,CA,50,Hybrid,CA,Large,Senior,False
454,2022,Mid-Level,Full-Time,Machine Learning Engineer,120000,USD,120000,US,100,Remote,US,Small,Senior,False
455,2022,Entry,Full-Time,Computer Vision Engineer,125000,USD,125000,US,0,On-Site,US,Medium,Senior,False
456,2022,Mid-Level,Full-Time,Nlp Engineer,240000,CNY,37236,US,50,Hybrid,US,Large,Junior,False
457,2022,Senior,Full-Time,Data Engineer,105000,USD,105000,US,100,Remote,US,Medium,Mid-Level,False
458,2022,Senior,Full-Time,Lead Machine Learning Engineer,80000,EUR,87932,DE,0,On-Site,DE,Medium,Mid-Level,False
459,2022,Mid-Level,Full-Time,Business Data Analyst,1400000,INR,18442,IN,100,Remote,IN,Medium,Junior,True
460,2022,Mid-Level,Full-Time,Data Scientist,2400000,INR,31615,IN,100,Remote,IN,Large,Junior,True
461,2022,Mid-Level,Full-Time,Machine Learning Infrastructure Engineer,53000,EUR,58255,PT,50,Hybrid,PT,Large,Junior,False
462,2022,Entry,Full-Time,Financial Data Analyst,100000,USD,100000,US,50,Hybrid,US,Large,Mid-Level,False
463,2022,Mid-Level,Part-Time,Data Engineer,50000,EUR,54957,DE,50,Hybrid,DE,Large,Junior,False
464,2022,Entry,Full-Time,Data Scientist,1400000,INR,18442,IN,100,Remote,IN,Medium,Junior,True
465,2022,Senior,Full-Time,Principal Data Scientist,148000,EUR,162674,DE,100,Remote,DE,Medium,Senior,False
466,2022,Entry,Full-Time,Data Engineer,120000,USD,120000,US,100,Remote,US,Medium,Senior,False
467,2022,Senior,Full-Time,Research Scientist,144000,USD,144000,US,50,Hybrid,US,Large,Senior,False
468,2022,Senior,Full-Time,Data Scientist,104890,USD,104890,US,100,Remote,US,Medium,Mid-Level,False
469,2022,Senior,Full-Time,Data Engineer,100000,USD,100000,US,100,Remote,US,Medium,Mid-Level,False
470,2022,Senior,Full-Time,Data Scientist,140000,USD,140000,US,100,Remote,US,Medium,Senior,False
471,2022,Mid-Level,Full-Time,Data Analyst,135000,USD,135000,US,100,Remote,US,Medium,Senior,False
472,2022,Mid-Level,Full-Time,Data Analyst,50000,USD,50000,US,100,Remote,US,Medium,Junior,False
473,2022,Senior,Full-Time,Data Scientist,220000,USD,220000,US,100,Remote,US,Medium,Executive,False
474,2022,Senior,Full-Time,Data Scientist,140000,USD,140000,US,100,Remote,US,Medium,Senior,False
475,2022,Mid-Level,Full-Time,Data Scientist,140000,GBP,183228,GB,0,On-Site,GB,Medium,Senior,False
476,2022,Mid-Level,Full-Time,Data Scientist,70000,GBP,91614,GB,0,On-Site,GB,Medium,Mid-Level,False
477,2022,Senior,Full-Time,Data Scientist,185100,USD,185100,US,100,Remote,US,Medium,Senior,False
478,2022,Senior,Full-Time,Machine Learning Engineer,220000,USD,220000,US,100,Remote,US,Medium,Executive,False
479,2022,Mid-Level,Full-Time,Data Scientist,200000,USD,200000,US,100,Remote,US,Medium,Executive,False
480,2022,Mid-Level,Full-Time,Data Scientist,120000,USD,120000,US,100,Remote,US,Medium,Senior,False
481,2022,Senior,Full-Time,Machine Learning Engineer,120000,USD,120000,AE,100,Remote,AE,Small,Senior,False
482,2022,Senior,Full-Time,Machine Learning Engineer,65000,USD,65000,AE,100,Remote,AE,Small,Mid-Level,False
483,2022,Executive,Full-Time,Data Engineer,324000,USD,324000,US,100,Remote,US,Medium,Executive,True
484,2022,Executive,Full-Time,Data Engineer,216000,USD,216000,US,100,Remote,US,Medium,Executive,False
485,2022,Senior,Full-Time,Data Engineer,210000,USD,210000,US,100,Remote,US,Medium,Executive,False
486,2022,Senior,Full-Time,Machine Learning Engineer,120000,USD,120000,US,100,Remote,US,Medium,Senior,False
487,2022,Senior,Full-Time,Data Scientist,230000,USD,230000,US,100,Remote,US,Medium,Executive,False
488,2022,Entry,Part-Time,Data Scientist,100000,USD,100000,DZ,50,Hybrid,DZ,Medium,Mid-Level,False
489,2022,Mid-Level,,Data Scientist,100000,USD,100000,CA,100,Remote,US,Medium,Mid-Level,False
490,2022,Entry,Contract,Applied Machine Learning Scientist,29000,EUR,31875,TN,100,Remote,CZ,Medium,Junior,False
491,2022,Senior,Full-Time,Head Of Data,200000,USD,200000,MY,100,Remote,US,Medium,Executive,False
492,2022,Mid-Level,Full-Time,Principal Data Analyst,75000,USD,75000,CA,100,Remote,CA,Small,Mid-Level,False
493,2022,Mid-Level,Full-Time,Data Scientist,150000,PLN,35590,PL,100,Remote,PL,Large,Junior,False
494,2022,Senior,Full-Time,Machine Learning Developer,100000,CAD,78791,CA,100,Remote,CA,Medium,Mid-Level,False
495,2022,Senior,Full-Time,Data Scientist,100000,USD,100000,BR,100,Remote,US,Medium,Mid-Level,False
496,2022,Mid-Level,Full-Time,Machine Learning Scientist,153000,USD,153000,US,50,Hybrid,US,Medium,Senior,False
497,2022,Entry,Full-Time,Data Engineer,52800,EUR,58035,PK,100,Remote,DE,Medium,Junior,False
